name1,name2,street1,street2,city,state,zip,zip4,county,phone,intake_prompt,intake1,intake2,website,latitude,longitude,type_facility,mh,psy,rtcc,rtca,ores,ph,omh,cmhc,msmh,ipt,cft,gt,cbt,dbt,idd,at,ect,tele,smon,smpd,smop,hi,res,phdt,op,vamc,tbg,ih,sf,md,mc,si,pi,mi,smha,swfs,scjj,sef,osf,clf,csbg,cmhg,vaf,cit,wi,ss,pa,ah,sp,co,gl,vet,adm,mf,cj,se,hv,trma,sed,smi,alz,ptsd,tbi,tay,ped,act,icm,cm,cdm,peer,coot,dec,es,fpsy,hs,imr,ipc,lad,nrt,nsc,prs,stu,sps,semp,sh,tpc,tcc,vrs,chld,yad,adlt,snr,itu,pvtp,pvtn,fqhc,sumh,cbhc,chlor,drope,fluph,halop,loxap,perph,pimoz,proch,thiot,thior,trifl,aripi,asena,brexp,carip,cloza,ilope,luras,olanz,olanzf,palip,queti,rispe,zipra,crt,emdr,kit,tms,peon,peoff,fg,pcf,dv,pefp,hivt,stdt,tbs,aot,msnh,ipsy,shp,vahc,antpych,aim,fed,mhc,hbt,hct,labt,vapn,vapp,vppd,nx,fx,f17,f19,f25,f28,f30,f31,f35,f36,f37,f4,f42,f43,f47,f66,f67,f70,f81,f92,n24,n40
Family Center for Recovery,,7051 Seacrest Boulevard,,Lake Worth,FL,33462,,Palm Beach,561-296-5288,,,,http://www.fcfrmd.com,26.5709319,-80.0680089,MH,1,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,1,1.0,1.0,,,,1.0,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Guest House Ocala,,3230 NE 55th Avenue,,Silver Springs,FL,34488,,Marion,855-483-7800,Intakes,352-812-2780,800-483-7800 x1,http://www.theguesthouseocala.com,29.2202852,-82.0601221,MH,1,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,1,1.0,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,1,,,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Dignity Healing,Crystal Lake Healing,1000 East Hillsboro Boulevard,Suite 103,Deerfield Beach,FL,33441,,Broward,754-227-3733,Intake,844-612-4180,,http://www.crystallakehealing.com,26.3168124,-80.0896339,MH,1,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,1,1.0,1.0,,,,1.0,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,1.0,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Kinder in the Keys Treatment Center,,6 Ocean View Boulevard,,Key Largo,FL,33037,,Monroe,800-545-4046,,,,http://www.kinderinthekeys.com,25.0416111,-80.4924803,MH,1,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,1,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,1.0,,,1,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Canopy Cove Eating Disorder Trt Ctr,Refresh Canopy Cove,13305 Mahan Drive,,Tallahassee,FL,32309,,Leon,850-893-8800,Intake,888-245-6555,,http://www.canopycove.com,30.5180759,-84.0520897,MH,1,,,,1.0,,,,,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,1,1.0,,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,1,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Christ Child House,,15751 Joy Road,,Detroit,MI,48228,,Wayne,313-584-6077,,,,http://www.christchildhouse.org,42.3574252,-83.1996041,MH,1,,1.0,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1,,,,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,,,,1.0,,,,,,,1.0,,,,,,,1.0,1.0,,,1.0,,,1,,,1.0,,,,1.0,1.0,1.0,1.0,,,1.0,,,1.0,,1.0,1.0,,,,1.0,1.0,,,,,,1.0,,1.0,,,,,1.0,1.0,,,,,,,1.0,,,,1.0,,,1.0,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Recovery Ranch,,6107 Pinewood Road,,Nunnelly,TN,37137,,Hickman,931-729-9631,Intake,,800-849-5969,http://www.recoveryranch.com,35.912354,-87.472971,MH,1,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,1,1.0,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1,,,1.0,1.0,1.0,,1.0,,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Village Behavioral Health,DBA The Village,2431 Jones Bend Road,,Louisville,TN,37777,,Blount,865-970-1263,,,,http://www.villagebh.com,35.8748273,-84.0256673,MH,1,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1,,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,,,,1.0,1.0,,,1.0,,,1,,,1.0,,,,1.0,1.0,1.0,,,,,,,1.0,,1.0,,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Memphis VAMC,,1030 Jefferson Avenue,,Memphis,TN,38104,,Shelby,901-523-8990,Intakes,901-523-8990 x7411,901-523-8990 x5309,http://www.va.gov,35.1437049,-90.0258794,MH,1,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Methodist Behavioral Hospital,,1601 Murphy Drive,,Maumelle,AR,72113,6187.0,Pulaski,501-803-3388,Intake,,866-813-3388,http://www.methodistfamily.org,34.876795,-92.394417,MH,1,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1,,,,,,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,1.0,,1.0,1.0,,,1.0,,,1.0,1.0,1.0,,,1.0,,,1,,,1.0,,1.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,,1.0,1.0,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
NE Arkansas Community MH Center,DBA Mid South Health Systems,211 Missouri Street,,Helena,AR,72342,,Phillips,870-338-3363,,,,http://www.mshs.org,34.5222647,-90.5877867,MH,1,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,1,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,,,1.0,,,,,,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,1,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,1.0,1.0,,,,1.0,,,,,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
Foundation for Living,,1451 Lucas Road,,Mansfield,OH,44903,,Richland,419-589-5511 x212,Intakes,419-589-5511 x215,419-589-5511 x203,http://www.foundationsforliving.net,40.7439885,-82.4641059,MH,1,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,1,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,1.0,,,,,,,,1.0,1.0,,,1.0,,,1,,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,1.0,,1.0,,,,,,1.0,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Dayton VA Medical Center,Mental Health,4100 West 3rd Street,,Dayton,OH,45428,,Montgomery,937-268-6511 x2167,Intake,937-268-6511 x2188,,https://www.dayton.va.gov/,39.7491418,-84.2534633,MH,1,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1,,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Lindner Center of HOPE,,4075 Old Western Row Road,,Mason,OH,45040,,Warren,513-536-4673,,,,http://lindnercenterofhope.org,39.3310682,-84.2953524,MH,1,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1,1.0,1.0,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,1.0,1.0,,,,,1.0,,1.0,,1.0,,1.0,,1.0,1,,,1.0,,,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,1.0,1.0,,,,1.0,,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Hotel California By The Sea,,7172 Pfeiffer Road,,Cincinnati,OH,45242,,Hamilton,888-733-7755,,,,http://www.HotelCaliforniaByTheSea.com,39.2491482,-84.3610285,MH,1,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,,,,,,1.0,,1.0,1,,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,1.0,,,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,1.0,,,1.0,,,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Veterans Affairs Medical Center,Substance Use Disorders Program,4101 Woolworth Avenue,,Omaha,NE,68105,,Douglas,402-346-8800 x4063,Intakes,402-346-8800 x4301,402-346-8800 x4160,http://www.va.gov,41.2432389,-95.9746129,MH,1,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
Braided Circle,,1500 Colburn Road,,Billings,MT,59102,,Yellowstone,406-869-0787,,,,http://www.newdayranch.com,45.7752,-108.58,MH,1,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,1,1.0,1.0,,,,1.0,1.0,,,1.0,1.0,,,,1.0,1.0,,,,,,,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,1,,,1.0,,1.0,1.0,1.0,,,1.0,,,,1.0,,,1.0,,,,,1.0,,,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,1.0,,,1.0,,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Safe Haven Home,Women and Children,2115 Canyon Drive,,Billings,MT,59101,,Yellowstone,406-869-0808,,,,http://www.newdayranch.com,45.6311,-108.3519,MH,1,,,1.0,,,,,,,,,,,,,,,1.0,,,,1,,,,,,1.0,1.0,,,1.0,1.0,,,,1.0,1.0,,,,,,,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,1,,,1.0,,1.0,1.0,1.0,,,1.0,,,,1.0,,,1.0,,,,,1.0,,,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,1.0,,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Columbus Behavioral Center for,Children and Adolescents,2223 Poshard Drive,,Columbus,IN,47203,,Bartholomew,812-376-1711,Intake,,812-314-3721,http://www.columbusbehavioral.com/,39.2479359,-85.8998629,MH,1,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,1,,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,1.0,,,1.0,,,1.0,,,,1.0,,,,1.0,,,1,,,1.0,,,,1.0,1.0,1.0,,,1.0,,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Midwest Ctr for Youth and Families,,1012 West Indiana Street,,Kouts,IN,46347,,Porter,219-766-2999,Intakes,219-766-2999 x490,888-629-3471 x490,http://www.midwest-center.com/,41.3191636,-87.0392375,MH,1,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,,1,,,,,,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,1.0,,,,,,1.0,1.0,,,1.0,,,,1.0,1.0,,,1.0,,,1,,,1.0,,,,,1.0,1.0,,,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Midwest Ctr for Youth and Families,South Shore Academy,2301 Cumberland Drive,,Valparaiso,IN,46383,,Porter,888-629-3471 x101,Intakes,888-629-3471,219-766-2999,http://www.midwest-center.com,41.4897842,-87.0519714,MH,1,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,,1,,,,,,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,1.0,,,,,,1.0,1.0,,,1.0,,,,1.0,1.0,,,1.0,,,1,,,1.0,,,,,1.0,1.0,,,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Family Residence and Essential Ent Inc,Terrys Place PROS,191 Bethpage Sweet Hollow Road,,Old Bethpage,NY,11804,,Nassau,516-870-1600 x1654,Intake,516-870-1654,,http://www.familyres.org/,40.7598607,-73.4422374,MH,1,,,,,,,,1.0,1.0,,1.0,1.0,,1.0,1.0,,,,,,,1,,1.0,,,,1.0,1.0,1.0,,,,1.0,,,,,1.0,,,,1.0,,1.0,1.0,,,1.0,1.0,,,,1.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,1,,,,,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
VA Hudson Valley Healthcare System,FDR,2094 Albany Post Road,Route 9-A,Montrose,NY,10548,,Westchester,914-737-4400,Intake,914-737-4400 x2801,,http://www.hudsonvalley.va.gov,41.244296,-73.9259944,MH,1,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1,,1.0,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,,1.0,,1.0,1.0,1.0,1.0,,1.0,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Villa of Hope,Tuckahoe Road Community Residence,6313 Tuckahoe Road,,Williamson,NY,14589,,Wayne,585-865-1550,,,,http://villaofhope.org,43.22829,-77.203071,MH,1,,1.0,,,,,,,,,,,,,1.0,,1.0,1.0,,,,1,,,,,,,1.0,,,,,1.0,,,,,1.0,,,,,,,,1.0,,1.0,1.0,,,,1.0,,1.0,1.0,1.0,,,1.0,,,1,,,1.0,,,,1.0,,1.0,1.0,,,,,,,1.0,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Villa of Hope,RTF,3300 Dewey Avenue,,Rochester,NY,14616,,Monroe,585-865-1550,Intake,,585-581-4673,http://www.villaofhope.org,43.2296175,-77.6451334,MH,1,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1,,1.0,,,,,1.0,,,,,1.0,,,1.0,,1.0,,,,,,,,1.0,,1.0,1.0,,,,1.0,,1.0,1.0,1.0,,,1.0,,,1,,,1.0,,,,1.0,1.0,1.0,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Burlington United Methodist,Fam Servs/Beckley Center,4700 Robert C Byrd Drive,,Beckley,WV,25801,8120.0,Raleigh,304-252-8508,Intake,,304-252-8500,http://www.bumfs.org,37.824685,-81.19333,MH,1,,1.0,,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,,,,1,,,,,,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,1.0,1.0,,,1.0,,,,1.0,1.0,,,1.0,,,1,,,1.0,,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Westbrook Health Services,New Day Crisis Stabilization Unit,2121 Rear 7th Street,,Parkersburg,WV,26101,,Wood,304-485-1721 x158,Intake,,304-485-1721 x164,http://www.westbrookhealth.org,39.2786,-81.5101,MH,1,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,,,,,1,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,1,,,1.0,,1.0,,,,,,,,,,1.0,,1.0,1.0,,,,,,,1.0,1.0,1.0,,,1.0,,1.0,1.0,,,1.0,1.0,,1.0,,1.0,,1.0,,1.0,,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Logan Mingo Area Mental Health Inc,,3 Mile Branch Road,,Logan,WV,25601,,Logan,304-792-7130,,,,http://www.lmamh.org,37.8270912,-81.9448089,MH,1,,,,,,,1.0,,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,,1.0,1,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,1.0,,,,,,,1.0,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,1.0,,,,1.0,1.0,1.0,,,1.0,,1.0,,,1.0,,1.0,,,,,1.0,,,,,,,1.0,,,
Crittenton Services,Residential Services,2606 National Road,,Wheeling,WV,26003,,Ohio,304-242-7060,Intake,304-242-7060 x155,,http://www.crittentonwv.org,40.0477605,-80.6436494,MH,1,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,1,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,,1,,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,1.0,1.0,,,,1.0,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,1.0,1.0,1.0,,,,,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Family Care Ministries Freedom Home,,2860 Pyramus Road,,Chester,WV,26034,,Hancock,304-459-3728,Intake,330-368-0725,,http://www.seeinglivestransformed.com,40.6012613,-80.5324069,MH,1,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,1,,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,1.0,1.0,,,,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Alliance Health Center,The Crossings Residential Center,5000 Highway 39 North,,Meridian,MS,39301,,Lauderdale,601-483-6211,Intake,877-853-3094,,http://www.alliancehealthcenter.com,32.409625,-88.677699,MH,1,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,1.0,1.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,1.0,,,,1.0,1.0,,,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
